CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,TotalSuspensions,TotalSusStudents,TotalDefiance,SuspensionRate,SuspensionViolent_Injury,NonInjury_Violent_Suspension,Weapon_possession_suspension,Drug_Suspensino_Defiance,Other_Suspension_Reason
Amador,,,All,RI,96,6,6,0,6.3,1,1,0,4,0
Amador,,,All,RT,305,33,21,1,6.9,12,14,0,4,1
Amador,,,All,RW,2750,266,163,9,5.9,51,100,2,78,9
Amador,,,All,SD,874,149,82,5,9.4,31,57,1,37,6
Amador,,,All,SE,142,2,2,0,1.4,1,0,0,0,0
Amador,,,All,SF,44,16,8,0,18.2,4,7,0,4,0
Amador,,,All,SH,184,30,13,1,7.1,8,11,0,7,1
Amador,,,All,SM,12,0,0,0,0,0,0,0,0,0
Amador,,,All,SS,2026,276,151,14,7.5,61,112,2,59,15
Amador,,,All,TA,4294,429,259,19,6,90,163,3,109,20
Amador,,,"No ",GF,2088,114,84,8,4,20,33,0,47,8
Amador,,,"No ",GM,2198,314,174,11,7.9,70,130,3,61,12
Amador,,,"No ",RA,27,1,1,0,3.7,1,0,0,0,0
Amador,,,"No ",RB,23,7,4,0,17.4,2,3,0,1,0
Amador,,,"No ",RD,48,7,3,0,6.3,2,0,0,3,0
Amador,,,"No ",RF,21,0,0,0,0,0,0,0,0,0
Amador,,,"No ",RH,1016,109,61,9,6,21,45,1,19,10
Amador,,,"No ",RI,96,6,6,0,6.3,1,1,0,4,0
Amador,,,"No ",RT,305,33,21,1,6.9,12,14,0,4,1
Amador,,,"No ",RW,2750,266,163,9,5.9,51,100,2,78,9
Amador,,,"No ",SD,874,149,82,5,9.4,31,57,1,37,6
Amador,,,"No ",SE,142,2,2,0,1.4,1,0,0,0,0
Amador,,,"No ",SF,44,16,8,0,18.2,4,7,0,4,0
Amador,,,"No ",SH,184,30,13,1,7.1,8,11,0,7,1
Amador,,,"No ",SM,12,0,0,0,0,0,0,0,0,0
Amador,,,"No ",SS,2026,276,151,14,7.5,61,112,2,59,15
Amador,,,"No ",TA,4294,429,259,19,6,90,163,3,109,20
Butte,,,All,GF,14690,707,484,27,3.3,47,352,21,235,34
Butte,,,All,GM,15552,1660,971,56,6.2,221,964,66,209,68
Butte,,,All,GX,101,9,6,0,5.9,1,3,3,1,0
Butte,,,All,RA,1835,26,21,1,1.1,2,18,0,4,1
Butte,,,All,RB,619,100,63,2,10.2,10,66,4,15,2
Butte,,,All,RD,536,22,16,0,3,1,16,0,4,0
Butte,,,All,RF,111,11,7,1,6.3,1,6,0,3,1
Butte,,,All,RH,8054,527,362,15,4.5,64,289,26,106,16
Butte,,,All,RI,609,86,52,3,8.5,10,53,5,10,3
Butte,,,All,RP,103,6,5,0,4.9,0,4,0,2,0
Butte,,,All,RT,2136,199,121,6,5.7,22,115,3,37,8
Butte,,,All,RW,16340,1399,814,55,5,159,752,52,264,71
Butte,,,All,SD,4753,763,377,22,7.9,108,425,33,100,35
Butte,,,All,SE,2250,80,55,1,2.4,8,42,4,22,1
Butte,,,All,SF,358,132,61,3,17,18,78,3,20,5
Butte,,,All,SH,1558,301,163,9,10.5,32,172,10,63,9
Butte,,,All,SM,114,5,3,0,2.6,1,1,1,2,0
Butte,,,All,SS,19911,2096,1255,71,6.3,229,1186,76,391,89
Butte,,,All,TA,30343,2376,1461,83,4.8,269,1319,90,445,102
Butte,,,"No ",GF,12617,690,472,25,3.7,44,346,21,229,32
Butte,,,"No ",GM,13598,1608,933,55,6.9,201,940,66,203,67
Butte,,,"No ",GX,53,5,4,0,7.5,1,2,0,1,0
Butte,,,"No ",RA,1754,26,21,1,1.2,2,18,0,4,1
Butte,,,"No ",RB,554,98,61,2,11,8,66,4,15,2
Butte,,,"No ",RD,477,22,16,0,3.4,1,16,0,4,0
Butte,,,"No ",RF,106,8,6,1,5.7,1,5,0,1,1
Butte,,,"No ",RH,7357,511,350,13,4.8,62,281,25,103,14
Butte,,,"No ",RI,554,89,54,3,9.7,10,54,5,12,3
Butte,,,"No ",RP,92,6,5,0,5.4,0,4,0,2,0
Butte,,,"No ",RT,1796,193,116,6,6.5,20,111,3,37,8
Butte,,,"No ",RW,13578,1350,780,54,5.7,142,733,50,255,70
Butte,,,"No ",SD,4124,740,363,22,8.8,98,416,32,97,35
Butte,,,"No ",SE,2168,80,55,1,2.5,8,42,4,22,1
Butte,,,"No ",SF,327,129,60,3,18.3,17,76,3,20,5
Butte,,,"No ",SH,1368,291,158,9,11.5,31,167,9,60,9
Butte,,,"No ",SM,113,5,3,0,2.7,1,1,1,2,0
Butte,,,"No ",SS,17957,2040,1215,69,6.8,212,1162,74,380,87
Butte,,,"No ",TA,26268,2303,1409,80,5.4,246,1288,87,433,99
Butte,,,Yes,GF,2347,17,15,2,0.6,3,6,0,6,2
Butte,,,Yes,GM,2201,54,41,1,1.9,20,24,2,6,1
Butte,,,Yes,GX,52,2,2,0,3.8,0,1,1,0,0
Butte,,,Yes,RA,93,0,0,0,0,0,0,0,0,0
Butte,,,Yes,RB,90,2,2,0,2.2,2,0,0,0,0
Butte,,,Yes,RD,69,0,0,0,0,0,0,0,0,0
Butte,,,Yes,RH,780,14,12,2,1.5,2,7,1,2,2
Butte,,,Yes,RI,68,1,1,0,1.5,0,1,0,0,0
Butte,,,Yes,RP,11,0,0,0,0,0,0,0,0,0
Butte,,,Yes,RT,402,5,4,0,1,2,3,0,0,0
Butte,,,Yes,RW,3080,49,38,1,1.2,17,19,2,9,1
Butte,,,Yes,SD,738,23,16,0,2.2,10,9,1,3,0
Butte,,,Yes,SE,95,0,0,0,0,0,0,0,0,0
Butte,,,Yes,SF,51,3,2,0,3.9,1,2,0,0,0
Butte,,,Yes,SH,263,10,7,0,2.7,1,5,1,3,0
Butte,,,Yes,SS,2359,56,45,2,1.9,17,24,2,11,2
Butte,,,Yes,TA,4600,73,58,3,1.3,23,31,3,12,3
Calaveras,,,All,GF,2722,221,123,27,4.5,52,65,5,30,56
Calaveras,,,All,GM,2937,556,287,44,9.8,101,261,16,67,90
Calaveras,,,All,RA,21,5,3,1,14.3,0,3,0,0,2
Calaveras,,,All,RB,44,5,4,0,9.1,3,0,0,2,0
Calaveras,,,All,RD,39,0,0,0,0,0,0,0,0,0
Calaveras,,,All,RF,16,1,1,1,6.3,0,0,0,0,1
Calaveras,,,All,RH,1292,178,91,17,7,31,71,6,20,42
Calaveras,,,All,RI,88,8,6,1,6.8,2,4,0,1,1
Calaveras,,,All,RP,12,0,0,0,0,0,0,0,0,0
Calaveras,,,All,RT,339,52,27,8,8,6,21,0,6,15
Calaveras,,,All,RW,3811,528,278,43,7.3,111,227,15,68,85
Calaveras,,,All,SD,1080,209,107,15,9.9,46,99,5,31,21
Calaveras,,,All,SE,238,41,19,5,8,4,12,1,9,13
Calaveras,,,All,SF,105,20,11,1,10.5,2,11,1,3,3
Calaveras,,,All,SH,163,33,18,5,11,4,7,0,4,17
Calaveras,,,All,SS,3053,520,267,37,8.7,108,231,16,69,76
Calaveras,,,All,TA,5662,777,410,71,7.2,153,326,21,97,146
Calaveras,,,"No ",GF,2500,221,123,27,4.9,52,65,5,30,56
Calaveras,,,"No ",GM,2727,555,286,44,10.5,101,260,16,67,90
Calaveras,,,"No ",RA,20,5,3,1,15,0,3,0,0,2
Calaveras,,,"No ",RB,38,5,4,0,10.5,3,0,0,2,0
Calaveras,,,"No ",RD,39,0,0,0,0,0,0,0,0,0
Calaveras,,,"No ",RF,16,1,1,1,6.3,0,0,0,0,1
Calaveras,,,"No ",RH,1216,178,91,17,7.5,31,71,6,20,42
Calaveras,,,"No ",RI,79,8,6,1,7.6,2,4,0,1,1
Calaveras,,,"No ",RP,12,0,0,0,0,0,0,0,0,0
Calaveras,,,"No ",RT,312,52,27,8,8.7,6,21,0,6,15
Calaveras,,,"No ",RW,3497,527,277,43,7.9,111,226,15,68,85
Calaveras,,,"No ",SD,973,208,106,15,10.9,46,98,5,31,21
Calaveras,,,"No ",SE,231,41,19,5,8.2,4,12,1,9,13
Calaveras,,,"No ",SF,104,20,11,1,10.6,2,11,1,3,3
Calaveras,,,"No ",SH,156,33,18,5,11.5,4,7,0,4,17
Calaveras,,,"No ",SS,2858,520,267,37,9.3,108,231,16,69,76
Calaveras,,,"No ",TA,5229,776,409,71,7.8,153,325,21,97,146
Calaveras,,,Yes,GF,263,0,0,0,0,0,0,0,0,0
Calaveras,,,Yes,GM,235,1,1,0,0.4,0,1,0,0,0
Calaveras,,,Yes,RH,82,0,0,0,0,0,0,0,0,0
Calaveras,,,Yes,RT,29,0,0,0,0,0,0,0,0,0
Calaveras,,,Yes,RW,372,1,1,0,0.3,0,1,0,0,0
Calaveras,,,Yes,SD,120,1,1,0,0.8,0,1,0,0,0
Calaveras,,,Yes,SH,13,0,0,0,0,0,0,0,0,0
Calaveras,,,Yes,SS,237,0,0,0,0,0,0,0,0,0
Calaveras,,,Yes,TA,499,1,1,0,0.2,0,1,0,0,0
Colusa,,,All,GF,2359,47,39,3,1.7,10,25,1,6,4
Colusa,,,All,GM,2577,236,170,6,6.6,27,142,4,26,7
Colusa,,,All,RA,61,3,2,0,3.3,0,1,0,0,0
Colusa,,,All,RB,42,10,5,0,11.9,2,7,0,1,0
Colusa,,,All,RD,13,5,1,1,7.7,0,2,0,0,2
Colusa,,,All,RH,3906,221,168,7,4.3,26,134,4,27,7
Colusa,,,All,RI,64,3,3,0,4.7,0,0,0,1,0
Colusa,,,All,RT,45,6,5,0,11.1,1,4,1,0,0
Colusa,,,All,RW,796,34,24,1,3,8,18,0,3,2
Colusa,,,All,SD,724,81,53,3,7.3,19,41,1,5,4
Colusa,,,All,SE,1987,113,84,5,4.2,16,64,1,13,5
Colusa,,,All,SF,57,16,12,0,21.1,2,11,0,1,0
Colusa,,,All,SH,426,28,22,3,5.2,4,16,1,3,4
Colusa,,,All,SM,324,7,7,0,2.2,1,5,0,1,0
Colusa,,,All,SS,3911,246,180,9,4.6,32,146,5,27,11
Colusa,,,All,TA,4938,283,209,9,4.2,37,167,5,32,11
Colusa,,,"No ",GF,2359,47,39,3,1.7,10,25,1,6,4
Colusa,,,"No ",GM,2577,236,170,6,6.6,27,142,4,26,7
Colusa,,,"No ",RA,61,3,2,0,3.3,0,1,0,0,0
Colusa,,,"No ",RB,42,10,5,0,11.9,2,7,0,1,0
Colusa,,,"No ",RD,13,5,1,1,7.7,0,2,0,0,2
Colusa,,,"No ",RH,3906,221,168,7,4.3,26,134,4,27,7
Colusa,,,"No ",RI,64,3,3,0,4.7,0,0,0,1,0
Colusa,,,"No ",RT,45,6,5,0,11.1,1,4,1,0,0
Colusa,,,"No ",RW,796,34,24,1,3,8,18,0,3,2
Colusa,,,"No ",SD,724,81,53,3,7.3,19,41,1,5,4
Colusa,,,"No ",SE,1987,113,84,5,4.2,16,64,1,13,5
Colusa,,,"No ",SF,57,16,12,0,21.1,2,11,0,1,0
Colusa,,,"No ",SH,426,28,22,3,5.2,4,16,1,3,4
Colusa,,,"No ",SM,324,7,7,0,2.2,1,5,0,1,0
Colusa,,,"No ",SS,3911,246,180,9,4.6,32,146,5,27,11
Colusa,,,"No ",TA,4938,283,209,9,4.2,37,167,5,32,11
"Contra Costa",,,All,GF,85333,2884,1968,139,2.3,557,1527,86,478,166
"Contra Costa",,,All,GM,90523,6626,4178,368,4.6,1340,3423,262,782,467
"Contra Costa",,,All,GX,144,7,5,0,3.5,0,6,0,1,0
"Contra Costa",,,All,RA,24301,284,225,13,0.9,50,152,14,33,16
"Contra Costa",,,All,RB,15023,2907,1703,143,11.3,685,1678,77,217,172
"Contra Costa",,,All,RD,4050,199,112,5,2.8,64,94,8,21,5
"Contra Costa",,,All,RF,7287,98,84,3,1.2,21,49,8,15,3
"Contra Costa",,,All,RH,66121,3816,2527,218,3.8,660,1889,157,616,292
"Contra Costa",,,All,RI,522,39,27,6,5.2,7,19,1,2,9
"Contra Costa",,,All,RP,1090,82,59,3,5.4,13,48,3,10,3
"Contra Costa",,,All,RT,12215,535,352,32,2.9,100,295,22,63,36
"Contra Costa",,,All,RW,45391,1557,1062,84,2.3,297,732,58,284,97
"Contra Costa",,,All,SD,24518,2941,1581,154,6.4,655,1532,105,316,204
"Contra Costa",,,All,SE,30852,1765,1175,105,3.8,294,857,77,298,137
"Contra Costa",,,All,SF,793,234,123,11,15.5,57,105,8,33,18
"Contra Costa",,,All,SH,2535,460,237,17,9.3,98,256,12,57,26
"Contra Costa",,,All,SS,75159,6814,4257,379,5.7,1363,3610,241,836,486
"Contra Costa",,,All,TA,176000,9517,6151,507,3.5,1897,4956,348,1261,633
"Contra Costa",,,"No ",GF,79378,2744,1868,130,2.4,551,1446,84,442,156
"Contra Costa",,,"No ",GM,84551,6304,3953,335,4.7,1307,3240,261,747,425
"Contra Costa",,,"No ",GX,126,6,4,0,3.2,0,5,0,1,0
"Contra Costa",,,"No ",RA,23752,279,220,13,0.9,50,152,13,31,16
"Contra Costa",,,"No ",RB,13882,2803,1634,136,11.8,674,1605,75,211,164
"Contra Costa",,,"No ",RD,3803,179,103,4,2.7,61,81,8,19,4
"Contra Costa",,,"No ",RF,7006,98,81,3,1.2,20,50,8,15,3
"Contra Costa",,,"No ",RH,59066,3523,2315,188,3.9,634,1733,157,564,256
"Contra Costa",,,"No ",RI,480,31,25,5,5.2,7,15,1,2,5
"Contra Costa",,,"No ",RP,1029,81,58,3,5.6,13,48,3,10,3
"Contra Costa",,,"No ",RT,11594,518,340,28,2.9,103,282,23,60,32
"Contra Costa",,,"No ",RW,43443,1542,1049,85,2.4,296,725,57,278,98
"Contra Costa",,,"No ",SD,23067,2864,1526,147,6.6,647,1496,105,298,195
"Contra Costa",,,"No ",SE,28068,1638,1086,92,3.9,278,793,77,276,120
"Contra Costa",,,"No ",SF,779,227,120,11,15.4,56,103,7,30,18
"Contra Costa",,,"No ",SH,2364,453,232,17,9.8,93,254,12,57,26
"Contra Costa",,,"No ",SS,68166,6446,4006,344,5.9,1328,3401,238,784,441
"Contra Costa",,,"No ",TA,164055,9054,5825,465,3.6,1858,4691,345,1190,581
"Contra Costa",,,Yes,GF,6279,140,105,9,1.7,6,81,2,36,10
"Contra Costa",,,Yes,GM,6296,323,233,33,3.7,33,184,1,35,42
"Contra Costa",,,Yes,GX,19,0,0,0,0,0,0,0,0,0
"Contra Costa",,,Yes,RA,574,4,4,0,0.7,0,0,0,2,0
"Contra Costa",,,Yes,RB,1268,108,78,10,6.2,9,75,2,7,11
"Contra Costa",,,Yes,RD,263,15,8,0,3,2,9,0,3,0
"Contra Costa",,,Yes,RF,296,6,4,0,1.4,1,3,0,2,0
"Contra Costa",,,Yes,RH,7404,280,210,28,2.8,25,150,1,47,34
"Contra Costa",,,Yes,RI,42,8,2,1,4.8,0,4,0,0,4
"Contra Costa",,,Yes,RP,65,1,1,0,1.5,0,0,0,0,0
"Contra Costa",,,Yes,RT,649,19,14,2,2.2,1,12,0,3,2
"Contra Costa",,,Yes,RW,2033,22,17,1,0.8,1,12,0,7,1
"Contra Costa",,,Yes,SD,1567,77,58,7,3.7,8,36,0,18,9
"Contra Costa",,,Yes,SE,2957,127,91,13,3.1,16,64,0,22,17
"Contra Costa",,,Yes,SF,23,7,4,0,17.4,1,2,1,3,0
"Contra Costa",,,Yes,SH,192,7,7,0,3.6,5,2,0,0,0
"Contra Costa",,,Yes,SS,7469,368,263,35,3.5,35,209,3,52,45
"Contra Costa",,,Yes,TA,12594,463,338,42,2.7,39,265,3,71,52
"Del Norte",,,All,GF,2146,207,95,12,4.4,25,106,3,49,15
"Del Norte",,,All,GM,2247,371,197,25,8.8,55,184,10,72,30
"Del Norte",,,All,RA,174,4,4,1,2.3,0,2,0,1,1
"Del Norte",,,All,RB,31,4,2,0,6.5,0,3,1,0,0
"Del Norte",,,All,RF,20,0,0,0,0,0,0,0,0,0
"Del Norte",,,All,RH,1011,117,59,7,5.8,14,69,1,19,11
"Del Norte",,,All,RI,603,124,65,9,10.8,16,62,3,28,10
"Del Norte",,,All,RT,356,52,25,2,7,8,30,3,6,2
"Del Norte",,,All,RW,2194,277,137,18,6.2,42,124,5,67,21
"Del Norte",,,All,SD,778,146,71,6,9.1,22,78,5,25,9
"Del Norte",,,All,SE,264,18,14,1,5.3,1,11,0,4,1
"Del Norte",,,All,SF,106,49,20,2,18.9,8,25,1,11,2
"Del Norte",,,All,SH,207,33,17,2,8.2,4,14,0,9,2
"Del Norte",,,All,SS,3098,495,241,33,7.8,70,246,11,108,39
"Del Norte",,,All,TA,4400,580,293,37,6.7,80,291,13,122,45
"Del Norte",,,"No ",GF,1829,206,94,12,5.1,25,105,3,49,15
"Del Norte",,,"No ",GM,1963,371,197,25,10,55,184,10,72,30
"Del Norte",,,"No ",RA,165,5,5,1,3,0,3,0,1,1
"Del Norte",,,"No ",RB,27,4,2,0,7.4,0,3,1,0,0
"Del Norte",,,"No ",RF,17,0,0,0,0,0,0,0,0,0
"Del Norte",,,"No ",RH,899,115,57,7,6.3,14,67,1,19,11
"Del Norte",,,"No ",RI,555,125,66,10,11.9,16,62,3,28,11
"Del Norte",,,"No ",RT,295,51,24,1,8.1,8,30,3,6,1
"Del Norte",,,"No ",RW,1830,277,137,18,7.5,42,124,5,67,21
"Del Norte",,,"No ",SD,659,145,70,6,10.6,22,77,5,25,9
"Del Norte",,,"No ",SE,252,18,14,1,5.6,1,11,0,4,1
"Del Norte",,,"No ",SF,102,49,20,2,19.6,8,25,1,11,2
"Del Norte",,,"No ",SH,178,33,17,2,9.6,4,14,0,9,2
"Del Norte",,,"No ",SS,2708,494,240,33,8.9,70,245,11,108,39
"Del Norte",,,"No ",TA,3797,579,292,37,7.7,80,290,13,122,45
"Del Norte",,,Yes,GF,402,1,1,0,0.2,0,1,0,0,0
"Del Norte",,,Yes,GM,385,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,RA,14,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,RH,143,1,1,0,0.7,0,1,0,0,0
"Del Norte",,,Yes,RI,84,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,RT,79,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,RW,461,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,SD,150,1,1,0,0.7,0,1,0,0,0
"Del Norte",,,Yes,SE,17,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,SH,44,0,0,0,0,0,0,0,0,0
"Del Norte",,,Yes,SS,553,1,1,0,0.2,0,1,0,0,0
"Del Norte",,,Yes,TA,790,1,1,0,0.1,0,1,0,0,0
"El Dorado",,,All,GF,15637,421,298,27,1.9,54,146,16,164,28
"El Dorado",,,All,GM,16436,937,647,68,3.9,165,436,42,172,79
"El Dorado",,,All,GX,49,3,2,0,4.1,0,0,2,1,0
"El Dorado",,,All,RA,1366,19,16,0,1.2,5,9,0,4,0
"El Dorado",,,All,RB,345,30,19,3,5.5,7,14,1,2,4
"El Dorado",,,All,RD,308,14,9,0,2.9,1,5,2,4,0
"El Dorado",,,All,RF,429,10,6,0,1.4,1,8,0,0,0
"El Dorado",,,All,RH,6631,367,252,22,3.8,64,164,10,87,27
"El Dorado",,,All,RI,281,24,21,4,7.5,3,8,2,6,4
"El Dorado",,,All,RP,73,3,1,0,1.4,0,3,0,0,0
"El Dorado",,,All,RT,1752,93,58,8,3.3,20,33,5,20,9
"El Dorado",,,All,RW,20937,801,565,58,2.7,118,338,40,214,63
"El Dorado",,,All,SD,4854,431,258,32,5.3,70,204,13,93,37
"El Dorado",,,All,SE,2138,129,84,7,3.9,32,59,3,22,9
"El Dorado",,,All,SF,254,19,13,1,5.1,2,12,0,4,1
"El Dorado",,,All,SH,841,91,66,12,7.8,18,34,4,20,13
"El Dorado",,,All,SS,10562,712,475,52,4.5,122,291,27,186,60
"El Dorado",,,All,TA,32122,1361,947,95,2.9,219,582,60,337,107
"El Dorado",,,"No ",GF,11817,412,289,27,2.4,54,143,15,160,28
"El Dorado",,,"No ",GM,12596,879,609,68,4.8,155,399,37,169,79
"El Dorado",,,"No ",GX,36,1,1,0,2.8,0,0,0,1,0
"El Dorado",,,"No ",RA,1071,18,15,0,1.4,5,8,0,4,0
"El Dorado",,,"No ",RB,194,30,19,3,9.8,7,14,1,2,4
"El Dorado",,,"No ",RD,99,11,6,0,6.1,1,4,2,2,0
"El Dorado",,,"No ",RF,367,7,5,0,1.4,1,5,0,0,0
"El Dorado",,,"No ",RH,5545,358,247,22,4.5,63,159,9,85,27
"El Dorado",,,"No ",RI,241,27,22,5,9.1,3,9,2,7,5
"El Dorado",,,"No ",RP,54,3,1,0,1.9,0,3,0,0,0
"El Dorado",,,"No ",RT,1221,84,53,7,4.3,20,27,3,19,8
"El Dorado",,,"No ",RW,15657,754,531,58,3.4,109,313,35,211,63
"El Dorado",,,"No ",SD,3872,412,246,32,6.4,66,190,12,93,37
"El Dorado",,,"No ",SE,1776,125,82,7,4.6,32,55,3,22,9
"El Dorado",,,"No ",SF,136,19,13,1,9.6,2,12,0,4,1
"El Dorado",,,"No ",SH,702,89,64,12,9.1,18,33,4,19,13
"El Dorado",,,"No ",SS,8004,692,463,52,5.8,121,280,25,182,60
"El Dorado",,,"No ",TA,24449,1292,899,95,3.7,209,542,52,330,107
"El Dorado",,,Yes,GF,4007,9,9,0,0.2,0,3,1,4,0
"El Dorado",,,Yes,GM,4030,59,42,0,1,10,37,6,3,0
"El Dorado",,,Yes,GX,14,1,1,0,7.1,0,0,1,0,0
"El Dorado",,,Yes,RA,301,1,1,0,0.3,0,1,0,0,0
"El Dorado",,,Yes,RB,154,0,0,0,0,0,0,0,0,0
"El Dorado",,,Yes,RD,212,2,2,0,0.9,0,1,1,0,0
"El Dorado",,,Yes,RF,69,3,1,0,1.4,0,3,0,0,0
"El Dorado",,,Yes,RH,1160,9,6,0,0.5,1,5,1,2,0
"El Dorado",,,Yes,RI,46,2,1,0,2.2,0,1,1,0,0
